name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
Love Story,Fearless (Platinum Edition),11/11/08,9,5hnJCRSo4pxRsaEwT9YusG,spotify:track:5hnJCRSo4pxRsaEwT9YusG,0.157,0.618,0.736,0,0.073,-3.937,0.0308,118.982,0.307,61,235280
Hey Stephen,Fearless (Platinum Edition),11/11/08,10,3CI1f4yLwdHzcUnH7o0Xyh,spotify:track:3CI1f4yLwdHzcUnH7o0Xyh,0.168,0.843,0.553,2.66E-06,0.107,-7.348,0.0317,115.997,0.825,48,254320
White Horse,Fearless (Platinum Edition),11/11/08,11,5yKB8qcTSflDercM2PXwot,spotify:track:5yKB8qcTSflDercM2PXwot,0.302,0.585,0.346,0,0.102,-8.014,0.0256,92.564,0.195,44,234440
You Belong With Me,Fearless (Platinum Edition),11/11/08,12,4kgTdThcDHfuDS2kKxB7Lc,spotify:track:4kgTdThcDHfuDS2kKxB7Lc,0.164,0.687,0.771,2.46E-05,0.112,-4.424,0.0384,129.964,0.445,61,231146
Breathe,Fearless (Platinum Edition),11/11/08,13,23qIWGhpwvDgC23TyZOUck,spotify:track:23qIWGhpwvDgC23TyZOUck,0.373,0.498,0.486,0,0.113,-7.384,0.0273,147.952,0.17,43,263986
Tell Me Why,Fearless (Platinum Edition),11/11/08,14,4x7Gxk2GfwZJcqpoVT1PbR,spotify:track:4x7Gxk2GfwZJcqpoVT1PbR,0.0606,0.601,0.852,3.41E-06,0.37,-3.096,0.0386,100.015,0.513,46,200560
You're Not Sorry,Fearless (Platinum Edition),11/11/08,15,3JhvYnOfKLJuWC7jEU0GmJ,spotify:track:3JhvYnOfKLJuWC7jEU0GmJ,0.13,0.459,0.459,2.30E-06,0.113,-4.126,0.0275,134.018,0.281,48,261800
The Way I Loved You,Fearless (Platinum Edition),11/11/08,16,4pEZUytwBzha5Un6m3SCFf,spotify:track:4pEZUytwBzha5Un6m3SCFf,0.0322,0.436,0.712,0,0.111,-3.689,0.0329,160.886,0.379,55,244240
Forever & Always,Fearless (Platinum Edition),11/11/08,17,3NKCWBT2uKp8rxSkcvIrdX,spotify:track:3NKCWBT2uKp8rxSkcvIrdX,0.0907,0.605,0.829,0,0.106,-4.993,0.0549,128.012,0.514,49,225333
The Best Day,Fearless (Platinum Edition),11/11/08,18,7CjuAoOiSrwWv7wJonAUmw,spotify:track:7CjuAoOiSrwWv7wJonAUmw,0.611,0.664,0.447,1.00E-06,0.139,-8.535,0.0292,126.079,0.364,43,245346
Change,Fearless (Platinum Edition),11/11/08,19,3gFaNwyiafgUoQhR0pHYA9,spotify:track:3gFaNwyiafgUoQhR0pHYA9,0.00471,0.548,0.756,0,0.117,-4.175,0.036,96.038,0.224,45,281053
Tim McGraw,Taylor Swift,10/24/06,1,2Fn01AIMyHbha2ceNQeOqw,spotify:track:2Fn01AIMyHbha2ceNQeOqw,0.575,0.58,0.491,0,0.121,-6.462,0.0251,76.009,0.425,59,232106
Picture To Burn,Taylor Swift,10/24/06,2,4BYejINgfZF0qKDMEH2cim,spotify:track:4BYejINgfZF0qKDMEH2cim,0.173,0.658,0.877,0,0.0962,-2.098,0.0323,105.586,0.821,66,173066
Teardrops On My Guitar - Radio Single Remix,Taylor Swift,10/24/06,3,2TF4UtYreqNbQ6Z9AccldU,spotify:track:2TF4UtYreqNbQ6Z9AccldU,0.288,0.621,0.417,0,0.119,-6.941,0.0231,99.953,0.289,64,203040
A Place in this World,Taylor Swift,10/24/06,4,1oR4MUBpyNrAViC8wPNpfm,spotify:track:1oR4MUBpyNrAViC8wPNpfm,0.051,0.576,0.777,0,0.32,-2.881,0.0324,115.028,0.428,59,199200
Cold As You,Taylor Swift,10/24/06,5,569sXXQ7t0jSdqHooi2yqs,spotify:track:569sXXQ7t0jSdqHooi2yqs,0.217,0.418,0.482,0,0.123,-5.769,0.0266,175.558,0.261,59,239013
The Outside,Taylor Swift,10/24/06,6,5Tj2MqcFMf60CaGsKbM1aq,spotify:track:5Tj2MqcFMf60CaGsKbM1aq,0.00491,0.589,0.805,0,0.24,-4.055,0.0293,112.982,0.591,57,207106
Tied Together with a Smile,Taylor Swift,10/24/06,7,2zzxwmoOBnXDT0KnJsoIWk,spotify:track:2zzxwmoOBnXDT0KnJsoIWk,0.525,0.479,0.578,0,0.0841,-4.963,0.0294,146.165,0.192,57,248106
Stay Beautiful,Taylor Swift,10/24/06,8,41sjzdjScVwnxnxADElts6,spotify:track:41sjzdjScVwnxnxADElts6,0.0868,0.594,0.629,0,0.137,-4.919,0.0246,131.597,0.504,56,236053
Should've Said No,Taylor Swift,10/24/06,9,6CdaXOq1MWe2JHDalTG01d,spotify:track:6CdaXOq1MWe2JHDalTG01d,0.0103,0.476,0.777,0,0.196,-3.771,0.0289,167.964,0.472,64,242200
Mary's Song (Oh My My My),Taylor Swift,10/24/06,10,2O8sogKJCfVZ4rotBv1vVF,spotify:track:2O8sogKJCfVZ4rotBv1vVF,0.0177,0.403,0.627,0,0.182,-5.28,0.0292,74.9,0.374,59,213080
Our Song,Taylor Swift,10/24/06,11,1j6gmK6u4WNI33lMZ8dC1s,spotify:track:1j6gmK6u4WNI33lMZ8dC1s,0.111,0.668,0.672,0,0.329,-4.931,0.0303,89.011,0.539,69,201106
I'm Only Me When I'm With You,Taylor Swift,10/24/06,12,7CzxXgQXurKZCyHz9ufbo1,spotify:track:7CzxXgQXurKZCyHz9ufbo1,0.00452,0.563,0.934,0.000807,0.103,-3.629,0.0646,143.964,0.518,59,213053
Invisible,Taylor Swift,10/24/06,13,1k3PzDNjg38cWqOvL4M9vq,spotify:track:1k3PzDNjg38cWqOvL4M9vq,0.637,0.612,0.394,0,0.147,-5.723,0.0243,96.001,0.233,57,203226
A Perfectly Good Heart,Taylor Swift,10/24/06,14,0YgHuReCSPwTXYny7isLja,spotify:track:0YgHuReCSPwTXYny7isLja,0.00349,0.483,0.751,0,0.128,-5.726,0.0365,156.092,0.268,56,220146
Teardrops on My Guitar - Pop Version,Taylor Swift,10/24/06,15,1hxLyjC9D9Jpw6EAPKqWv4,spotify:track:1hxLyjC9D9Jpw6EAPKqWv4,0.0402,0.459,0.753,0,0.0863,-3.827,0.0537,199.997,0.483,56,179066
